order_no,order_date_time,user_id,product_id,amount,discount_amount,created_by
1060,01-11-2026,1076,1164,422.88,0,1003
1061,01-11-2026,1077,1391,761.86,0,1005
1062,01-11-2026,1078,1188,592.37,29.6185,1006
1063,01-11-2026,1079,1131,338.14,0,1028
1064,01-11-2026,1080,1324,1270.34,0,1006
1065,01-11-2026,1082,1391,761.86,0,1003
1066,01-11-2026,1084,1121,253.39,0,1002
1067,01-12-2026,1085,1121,253.39,0,1002
1068,01-12-2026,1086,1260,931.36,0,1003
1069,01-12-2026,1087,1139,422.88,0,1028
1070,01-12-2026,1088,1353,1016.1,0,1003
1071,01/13/2026 03:48:47,1090,1121,253.39,0,1003
1072,01/13/2026 03:56:35,1091,1113,253.39,0,1003
1073,01/13/2026 05:50:34,1092,1121,253.39,0,1002
1074,01/13/2026 18:52:24,1093,1336,1694.07,0,1009
1075,01/13/2026 18:56:00,1093,1273,1694.07,0,1009
1076,01/13/2026 21:11:11,1094,1126,338.14,0,1006
1077,01/13/2026 21:27:15,1095,1124,253.39,0,1006
1078,01/14/2026 00:34:11,1096,1121,253.39,0,1002
1079,01/14/2026 17:19:22,1097,1097,2965.25,296.525,1006
1080,01/14/2026 20:19:09,1098,1114,253.39,0,1006
1081,01/14/2026 20:39:33,1098,1114,253.39,0,1006
1082,01/14/2026 21:18:07,1099,1121,253.39,0,1006
1083,01/14/2026 22:04:57,1100,1391,761.86,0,1006
1084,01/14/2026 22:46:30,1101,1152,253.39,0,1002
1085,01/14/2026 23:33:13,1102,1121,253.39,0,1009
1086,01/14/2026 23:40:00,1103,1121,253.39,0,1003
1087,01/15/2026 00:10:47,1104,1147,592.37,0,1003
1088,01/15/2026 00:14:49,1104,1147,592.37,0,1003
1089,01/15/2026 00:50:02,1105,1391,761.86,0,1002
1090,01/15/2026 01:14:55,1106,1121,253.39,0,1003
1091,01/15/2026 01:41:13,1107,1149,1270.34,0,1002
1092,01/15/2026 03:31:13,1108,1121,253.39,0,1009
1093,01/15/2026 04:10:11,1109,1121,253.39,0,1003
1094,01/15/2026 13:32:05,1110,1391,761.86,0,1005
1095,01/15/2026 13:48:39,1111,1391,761.86,0,1005
1096,01/15/2026 20:56:48,1112,1124,253.39,0,1006
1097,01/15/2026 21:09:48,1113,1132,338.14,0,1006
1098,01/15/2026 21:46:51,1114,1133,338.14,0,1006
1099,01/15/2026 23:29:01,1115,1124,253.39,0,1002
1100,01/15/2026 23:30:15,1116,1124,253.39,0,1003
1101,01/15/2026 23:51:48,1117,1124,253.39,0,1002
1102,01/15/2026 23:52:38,1118,1124,253.39,0,1003
1103,01/16/2026 01:57:16,1119,1391,761.86,0,1003
1104,01/16/2026 03:07:49,1120,1391,761.86,0,1002
1105,01/16/2026 07:48:27,1121,1391,761.86,0,1005
1106,01/16/2026 07:50:57,1122,1391,761.86,0,1005
1107,01/16/2026 08:23:44,1123,1126,338.14,0,1005
1108,01/16/2026 10:45:39,1124,1121,253.39,0,1005
1109,01/16/2026 11:40:06,1125,1126,338.14,0,1005
1110,01/16/2026 12:13:42,1126,1391,761.86,0,1005
1111,01/16/2026 12:36:35,1127,1391,761.86,0,1005
1112,01/17/2026 00:12:46,1128,1121,253.39,0,1003
1113,01/17/2026 00:20:14,1129,1121,253.39,0,1002
1114,01/17/2026 00:24:58,1130,1121,253.39,0,1003
1115,01/17/2026 00:31:13,1131,1113,253.39,0,1002
1116,01/17/2026 10:02:26,1132,1106,253.39,0,1028
1117,01/17/2026 12:14:59,1133,1133,338.14,0,1005
1118,01/17/2026 13:31:13,1134,1391,761.86,0,1005
1119,01/17/2026 19:33:12,1135,1126,338.14,0,1006
1120,01/17/2026 21:01:22,1136,1145,507.63,0,1006
1121,01/17/2026 21:06:09,1137,1228,592.37,0,1006
1122,01/17/2026 21:41:00,1138,1334,1694.07,0,1006
1123,01/17/2026 23:26:02,1139,1391,761.86,0,1002
1124,01/17/2026 23:53:37,1140,1121,253.39,0,1003
1125,01/18/2026 03:24:18,1141,1340,2117.8,0,1003
1126,01/18/2026 06:24:58,1142,1183,592.37,0,1003
1127,01/18/2026 07:39:40,1143,1121,253.39,0,1005
1128,01/18/2026 07:43:07,1144,1121,253.39,0,1005
1129,01/18/2026 07:46:01,1145,1121,253.39,0,1005
1130,01/18/2026 07:50:23,1146,1121,253.39,0,1005
1131,01/18/2026 07:55:45,1147,1121,253.39,0,1005
1132,01/18/2026 09:05:35,1148,1135,338.14,0,1005
1133,01/18/2026 11:26:49,1149,1391,761.86,0,1005
1134,01/18/2026 14:03:05,1150,1097,2965.25,0,1005
1135,01/18/2026 15:06:41,1151,1121,253.39,0,1006
1136,01/18/2026 15:11:51,1152,1121,253.39,0,1006
1137,01/18/2026 15:14:00,1153,1121,253.39,0,1006
1138,01/18/2026 15:27:50,1154,1121,253.39,0,1006
1139,01/18/2026 15:30:05,1155,1121,253.39,0,1006
1140,01/18/2026 18:32:41,1156,1128,338.14,0,1006
1141,01/18/2026 20:36:24,1157,1145,507.63,0,1006
1142,01/18/2026 22:18:12,1158,1241,846.61,0,1009
1143,01/18/2026 22:51:19,1159,1132,338.14,0,1009
1144,01/18/2026 23:09:56,1160,1121,253.39,0,1009
1145,01/18/2026 23:11:04,1161,1121,253.39,0,1009
1146,01/19/2026 00:49:26,1162,1135,338.14,0,1002
1147,01/19/2026 01:14:29,1163,1199,931.36,0,1003
1148,01/19/2026 01:38:26,1164,1121,253.39,0,1009
1149,01/19/2026 03:06:25,1165,1338,2117.8,0,1003
1150,01/19/2026 05:07:17,1166,1223,592.37,0,1009
1151,01/19/2026 05:11:40,1167,1162,422.88,0,1009
1152,01/19/2026 09:17:22,1168,1135,338.14,0,1005
1153,01/19/2026 12:34:34,1169,1306,1016.1,0,1005
1154,01/19/2026 12:37:23,1170,1133,338.14,0,1005
1155,01/19/2026 13:40:02,1171,1121,253.39,0,1005
1156,01/19/2026 13:45:45,1172,1121,253.39,0,1005
1157,01/19/2026 14:06:33,1173,1121,253.39,0,1005
1158,01/19/2026 15:06:44,1174,1121,253.39,0,1028
1159,01/19/2026 15:17:53,1175,1121,253.39,0,1028
1160,01/19/2026 21:27:39,1176,1127,338.14,0,1028
1161,01/19/2026 23:36:24,1177,1121,253.39,0,1002
1162,01/19/2026 23:44:15,1178,1121,253.39,0,1003
1163,01/19/2026 23:46:32,1179,1113,253.39,0,1002
1164,01/20/2026 00:17:54,1180,1121,253.39,0,1003
1165,01/20/2026 02:50:53,1181,1121,253.39,0,1002
1166,01/20/2026 05:33:18,1182,1213,422.88,0,1003
1167,01/20/2026 06:07:57,1183,1121,253.39,0,1002
1168,01/20/2026 06:08:34,1184,1121,253.39,0,1003
1169,01/20/2026 06:11:31,1185,1121,253.39,0,1002
1170,01/20/2026 06:11:34,1185,1121,253.39,0,1003
1171,01/20/2026 07:23:17,1186,1121,253.39,0,1005
1172,01/20/2026 07:57:40,1187,1169,422.88,0,1005
1173,01/20/2026 13:12:03,1188,1233,677.12,0,1005
1174,01/20/2026 13:43:27,1189,1170,422.88,0,1005
1175,01/20/2026 13:47:46,1190,1121,253.39,0,1005
1176,01/20/2026 23:59:56,1191,1121,253.39,0,1003
1177,01/21/2026 00:42:02,1192,1263,1100.85,0,1009
1178,01/21/2026 02:45:24,1193,1259,931.36,0,1003
1179,01/21/2026 05:59:50,1194,1170,422.88,0,1003
1180,01/21/2026 10:10:31,1195,1256,931.36,0,1005
1181,01/21/2026 12:10:51,1196,1121,253.39,0,1005
1182,01/21/2026 12:37:58,1197,1134,338.14,0,1005
1183,01/21/2026 12:47:15,1198,1126,338.14,0,1005
1184,01/21/2026 20:38:54,1199,1133,338.14,0,1006
1185,01/21/2026 21:59:04,1200,1226,592.37,0,1028
1186,01/21/2026 22:17:19,1201,1135,338.14,0,1002
1187,01/22/2026 00:33:30,1202,1169,422.88,0,1003
1188,01/22/2026 00:51:55,1203,1121,253.39,0,1009
1189,01/22/2026 01:11:14,1204,1121,253.39,0,1002
1190,01/22/2026 03:55:58,1205,1135,338.14,0,1003
1191,01/22/2026 07:14:50,1206,1391,761.86,0,1005
1192,01/22/2026 07:16:55,1207,1391,761.86,0,1005
1193,01/22/2026 07:25:21,1208,1391,761.86,0,1005
1194,01/22/2026 08:56:27,1209,1149,1270.34,0,1005
1195,01/22/2026 12:10:45,1210,1392,761.86,0,1005
1196,01/22/2026 12:17:19,1211,1120,253.39,0,1005
1197,01/22/2026 12:54:53,1212,1391,761.86,0,1005
1198,01/22/2026 12:58:17,1213,1391,761.86,0,1005
1199,01/22/2026 14:21:57,1214,1126,338.14,0,1006
1200,01/22/2026 17:50:24,1215,1139,422.88,0,1006
1201,01/22/2026 17:52:52,1216,1139,422.88,0,1006
1202,01/22/2026 19:13:11,1217,1167,422.88,0,1006
1203,01/22/2026 20:10:12,1218,1126,338.14,0,1006
1204,01/22/2026 20:20:15,1219,1158,422.88,0,1006
1205,01/22/2026 23:06:59,1220,1121,253.39,0,1009
1206,01/22/2026 23:21:57,1221,1241,846.61,0,1002
1207,01/22/2026 23:55:32,1222,1165,422.88,0,1002
1208,01/23/2026 00:28:55,1223,1121,253.39,0,1009
1209,01/23/2026 05:47:42,1224,1130,338.14,0,1002
1210,01/23/2026 06:14:20,1225,1391,761.86,0,1005
1211,01/23/2026 07:00:07,1226,1294,846.61,84.661,1005
1212,01/23/2026 07:41:29,1227,1391,761.86,0,1005
1213,01/23/2026 08:43:16,1228,1135,338.14,0,1005
1214,01/23/2026 09:02:04,1229,1106,253.39,0,1005
1215,01/23/2026 09:56:33,1230,1391,761.86,0,1005
1216,01/23/2026 22:46:15,1231,1371,1694.07,0,1003
1217,01/24/2026 02:26:24,1232,1130,338.14,0,1002
1218,01/24/2026 08:07:21,1233,1392,761.86,0,1005
1219,01/24/2026 11:26:35,1234,1302,1016.1,0,1005
1220,01/24/2026 13:23:24,1235,1392,761.86,0,1005
1221,01/24/2026 22:16:12,1236,1056,1270.34,127.034,1002
1222,01/24/2026 22:17:06,1237,1056,1270.34,127.034,1009
1223,01/24/2026 23:51:24,1238,1056,1270.34,0,1003
1224,01/25/2026 00:19:25,1239,1219,507.63,0,1002
1225,01/25/2026 00:33:30,1240,1391,761.86,0,1009
1226,01/25/2026 00:42:54,1241,1223,592.37,0,1003
1227,01/25/2026 00:46:36,1242,1391,761.86,0,1002
1228,01/25/2026 01:55:02,1243,1392,761.86,0,1003
1229,01/25/2026 01:55:10,1244,1392,761.86,0,1009
1230,01/25/2026 02:30:22,1245,1353,1016.1,0,1002
1231,01/25/2026 02:42:34,1246,1143,422.88,0,1009
1232,01/25/2026 05:41:26,1247,1391,761.86,0,1003
1233,01/25/2026 05:44:03,1248,1392,761.86,0,1002
1234,01/25/2026 05:49:05,1249,1391,761.86,0,1009
1235,01/25/2026 07:27:13,1250,1392,761.86,0,1005
1236,01/25/2026 07:32:24,1251,1391,761.86,0,1005
1237,01/25/2026 12:34:19,1252,1392,761.86,0,1005
1238,01/25/2026 12:36:35,1253,1391,761.86,0,1005
1239,01/25/2026 22:16:48,1254,1085,2117.8,0,1006
1240,01/26/2026 00:18:45,1255,1299,931.36,93.136,1028
1241,01/26/2026 04:05:06,1256,1183,592.37,0,1028
1242,01/26/2026 06:21:30,1257,1279,677.12,0,1005
1243,01/26/2026 08:02:21,1258,1392,761.86,0,1005
1244,01/26/2026 13:45:50,1259,1392,761.86,0,1005
1245,01/26/2026 17:02:09,1260,1235,761.86,0,1003
1246,01/26/2026 17:22:00,1261,1158,422.88,0,1003
1247,01/26/2026 21:52:17,1262,1326,1270.34,0,1003
1248,01/26/2026 23:06:09,1263,1391,761.86,0,1002
1249,01/26/2026 23:07:52,1264,1391,761.86,76.186,1002
1250,01/26/2026 23:12:13,1265,1392,761.86,76.186,1002
1251,01/26/2026 23:16:42,1266,1392,761.86,76.186,1002
1252,01/26/2026 23:25:19,1267,1392,761.86,76.186,1002
1253,01/26/2026 23:32:09,1268,1219,507.63,0,1002
1254,01/27/2026 00:23:51,1269,1392,761.86,76.186,1002
1255,01/27/2026 00:27:21,1270,1392,761.86,76.186,1002
1256,01/27/2026 00:34:25,1270,1392,761.86,76.186,1002
1257,01/27/2026 00:35:09,1271,1391,761.86,0,1002
1258,01/27/2026 01:01:42,1272,1391,761.86,0,1002
1259,01/27/2026 01:11:05,1273,1391,761.86,0,1002
1260,01/27/2026 03:18:22,1274,1391,761.86,76.186,1002
1261,01/27/2026 03:23:45,1275,1392,761.86,76.186,1002
1262,01/27/2026 03:41:03,1276,1391,761.86,76.186,1002
1263,01/27/2026 04:09:20,1277,1351,931.36,0,1002
1264,01/27/2026 04:12:55,1278,1157,338.14,0,1002
1265,01/27/2026 08:03:31,1279,1192,677.12,0,1005
1266,01/27/2026 08:06:15,1280,1192,677.12,0,1005
1267,01/27/2026 18:06:41,1281,1298,931.36,0,1006
1268,01/27/2026 23:19:11,1282,1391,761.86,0,1003
1269,01/27/2026 23:23:15,1283,1392,761.86,0,1028
1270,01/27/2026 23:24:03,1284,1392,761.86,0,1002
1271,01/28/2026 00:15:18,1285,1392,761.86,0,1028
1272,01/28/2026 00:15:31,1286,1392,761.86,76.186,1002
1273,01/28/2026 00:15:36,1287,1392,761.86,0,1003
1274,01/28/2026 00:16:20,1285,1392,761.86,76.186,1028
1275,01/28/2026 00:17:37,1288,1392,761.86,76.186,1002
1276,01/28/2026 00:18:01,1289,1392,761.86,0,1003
1277,01/28/2026 00:20:24,1290,1392,761.86,76.186,1002
1278,01/28/2026 01:04:40,1291,1231,677.12,33.856,1028
1279,01/28/2026 03:39:12,1292,1235,761.86,0,1003
1280,01/28/2026 03:39:52,1293,1235,761.86,0,1002
1281,01/28/2026 06:09:53,1294,1256,931.36,0,1003
1282,01/28/2026 08:18:33,1295,1392,761.86,0,1028
1283,01/28/2026 18:10:01,1296,1183,592.37,0,1006
1284,01/28/2026 22:41:07,1297,1391,761.86,76.186,1002
1285,01/28/2026 22:41:20,1298,1391,761.86,76.186,1003
1286,01/29/2026 01:58:31,1299,1391,761.86,0,1003
1287,01/29/2026 02:54:43,1300,1392,761.86,76.186,1003
1288,01/29/2026 06:01:56,1301,1392,761.86,0,1002
1289,01/29/2026 08:24:53,1302,1391,761.86,0,1009
1290,01/29/2026 13:29:05,1303,1391,761.86,0,1009
1291,01/29/2026 14:05:25,1304,1191,677.12,0,1009
1292,01/29/2026 19:43:44,1305,1179,592.37,0,1006
1293,01/29/2026 21:13:18,1306,1228,592.37,29.6185,1006
1294,01/29/2026 21:52:31,1307,1219,507.63,50.763,1006
1295,01/29/2026 23:58:42,1297,1391,761.86,0,1002
1296,01/29/2026 23:59:28,1308,1391,761.86,0,1003
1297,01/30/2026 00:03:19,1309,1254,846.61,0,1003
1298,01/30/2026 02:08:12,1310,1294,846.61,0,1002
1299,01/30/2026 02:41:50,1311,1391,761.86,0,1003
1300,01/30/2026 03:10:25,1312,1229,677.12,0,1003
1301,01/30/2026 11:03:38,1313,1392,761.86,0,1009
1302,01/30/2026 12:02:56,1314,1392,761.86,0,1009
1303,01/30/2026 20:54:38,1315,1124,253.39,0,1006
1304,01/30/2026 23:32:51,1316,1391,761.86,0,1002
1305,01/30/2026 23:51:26,1317,1279,677.12,0,1002
1306,01/30/2026 23:53:12,1318,1279,677.12,0,1002
1307,01/31/2026 00:02:25,1319,1319,1270.34,0,1002
1308,01/31/2026 03:01:31,1320,1391,761.86,0,1002
1309,01/31/2026 06:23:34,1321,1229,677.12,0,1009
1310,01/31/2026 06:27:26,1322,1183,592.37,0,1009
1311,01/31/2026 08:49:01,1323,1202,2541.53,0,1009
1312,01/31/2026 08:49:01,1323,1202,2541.53,0,1009
1313,01/31/2026 08:49:01,1323,1202,2541.53,0,1009
1314,01/31/2026 15:18:34,1324,1312,1100.85,0,1006
1315,01/31/2026 18:48:37,1325,1167,422.88,0,1006
1316,01/31/2026 19:05:40,1326,1158,422.88,0,1006
1317,01/31/2026 21:56:53,1327,1195,846.61,0,1028
1318,01/31/2026 23:38:44,1328,1391,761.86,0,1003
1319,01/31/2026 23:40:37,1329,1391,761.86,76.186,1002
1320,01/31/2026 23:41:33,1328,1391,761.86,0,1003
1321,01/31/2026 23:55:20,1330,1219,507.63,0,1003
1322,01/31/2026 23:59:21,1331,1219,507.63,0,1002
1323,02-01-2026,1332,1341,2117.8,0,1003
1324,02-01-2026,1328,1391,761.86,0,1003
1325,02-01-2026,1333,1391,761.86,76.186,1002
1326,02-01-2026,1334,1391,761.86,76.186,1003
1327,02-01-2026,1335,1391,761.86,76.186,1002
1328,02-01-2026,1328,1391,761.86,76.186,1003
1329,02-01-2026,1336,1299,931.36,0,1002
1330,02-01-2026,1337,1391,761.86,0,1003
1331,02-01-2026,1338,1391,761.86,0,1009
1332,02-01-2026,1339,1391,761.86,0,1009
1333,02-01-2026,1340,1256,931.36,0,1002
1334,02-01-2026,1341,1254,846.61,0,1003
1335,02-01-2026,1342,1392,761.86,0,1002
1336,02-01-2026,1343,1241,846.61,0,1003
1337,02-02-2026,1344,1392,761.86,0,1003
1338,02-02-2026,1345,1225,592.37,0,1003
1339,02-02-2026,1346,1392,761.86,76.186,1002
1340,02-02-2026,1347,1391,761.86,0,1002
1341,02-02-2026,1348,1391,761.86,0,1003
1342,02-02-2026,1349,1074,1694.07,0,1003
1343,02-02-2026,1350,1122,253.39,0,1002
1344,02-02-2026,1351,1085,2117.8,0,1009
1345,02-02-2026,1352,1162,422.88,0,1009
1346,02-02-2026,1353,1178,507.63,0,1009
1347,02-02-2026,1354,1392,761.86,0,1009
1348,02-02-2026,1355,1391,761.86,0,1009
1349,02-02-2026,1356,1124,253.39,0,1006
1350,02-02-2026,1357,1124,253.39,0,1002
1351,02-02-2026,1358,1256,931.36,0,1002
1352,02-02-2026,1359,1391,761.86,0,1003
1353,02-02-2026,1360,1254,846.61,0,1003
1354,02-02-2026,1361,1391,761.86,0,1003
1355,02-03-2026,1362,1391,761.86,0,1002
1356,02-03-2026,1363,1391,761.86,0,1009
1357,02-03-2026,1364,1391,761.86,0,1009
1358,02-03-2026,1365,1392,761.86,0,1009
1359,02-03-2026,1366,1191,677.12,0,1005
1360,02-03-2026,1367,1192,677.12,0,1005
1361,02-03-2026,1368,1085,2117.8,211.78,1003
1362,02-03-2026,1369,1256,931.36,0,1003
1363,02-04-2026,1370,1244,846.61,0,1003
1364,02-04-2026,1371,1391,761.86,0,1003
1365,02-04-2026,1372,1391,761.86,0,1003
1366,02-04-2026,1373,1391,761.86,0,1003
1367,02-04-2026,1374,1391,761.86,0,1003
1368,02-04-2026,1375,1120,253.39,0,1003
1369,02-04-2026,1376,1238,846.61,0,1003
1370,02-04-2026,1377,1286,846.61,0,1005
1371,02-04-2026,1378,1105,253.39,0,1005
1372,02-04-2026,1379,1355,1100.85,0,1005
1373,02-04-2026,1380,1154,338.14,0,1005
1374,02-04-2026,1381,1391,761.86,0,1005
1375,02-04-2026,1382,1391,761.86,0,1005
1376,02-04-2026,1383,1391,761.86,0,1005
1377,02-04-2026,1384,1178,507.63,25.3815,1006
1378,02-04-2026,1385,1225,592.37,0,1006
1379,02-04-2026,1385,1219,507.63,0,1006
1380,02-04-2026,1386,1228,592.37,0,1006
1381,02-04-2026,1387,1319,1270.34,127.034,1002
1382,02-04-2026,1388,1241,846.61,0,1003
1383,02-04-2026,1389,1392,761.86,0,1003
1384,02-04-2026,1390,1225,592.37,0,1009
1385,02-05-2026,1391,1129,338.14,0,1009
1386,02-05-2026,1372,1391,761.86,0,1003
1387,02-05-2026,1392,1333,1694.07,0,1009
1388,02-05-2026,1393,1306,1016.1,0,1005
1389,02-05-2026,1394,1168,422.88,0,1006
1390,02-05-2026,1395,1164,422.88,21.144,1006
1391,02-05-2026,1396,1168,422.88,0,1002
1392,02-05-2026,1397,1093,2795.76,0,1003
1393,02-05-2026,1398,1299,931.36,0,1002
1394,02-05-2026,1399,1137,422.88,0,1003
1395,02-06-2026,1401,1321,1270.34,0,1005
1396,02-06-2026,1400,1321,1270.34,0,1005
1397,02-06-2026,1402,1074,1694.07,0,1005
1398,02-06-2026,1403,1391,761.86,0,1005
1399,02-06-2026,1404,1260,931.36,0,1006
1400,02-06-2026,1405,1392,761.86,0,1002
1401,02-07-2026,1406,1391,761.86,76.186,1002
1402,02-07-2026,1407,1093,2795.76,279.576,1002
1403,02-07-2026,1408,1120,253.39,0,1002
1404,02-07-2026,1408,1076,1694.07,0,1002
1405,02-07-2026,1409,1391,761.86,0,1002
1406,02-07-2026,1410,1391,761.86,0,1002
1407,02-07-2026,1411,1391,761.86,0,1002
1408,02-07-2026,1412,1158,422.88,0,1002
1409,02-07-2026,1413,1392,761.86,76.186,1002
1410,02-07-2026,1414,1115,253.39,0,1009
1411,02-07-2026,1415,1169,422.88,0,1003
1412,02-08-2026,1416,1392,761.86,0,1003
1413,02-08-2026,1417,1392,761.86,0,1003
1414,02-08-2026,1418,1270,1694.07,0,1003
1415,02-08-2026,1419,1188,592.37,0,1006
1416,02-08-2026,1420,1264,1100.85,0,1006
1417,02-08-2026,1421,1091,2541.53,0,1006
1418,02-08-2026,1422,1294,846.61,0,1003
1419,02-08-2026,1423,1391,761.86,0,1003
1420,02-09-2026,1424,1165,422.88,0,1006
1421,02-09-2026,1425,1392,761.86,0,1006
1422,02-09-2026,1426,1391,761.86,0,1002
1423,02-09-2026,1427,1235,761.86,0,1009
1424,02-09-2026,1428,1235,761.86,0,1009
1425,02-09-2026,1429,1168,422.88,0,1009
1426,02-09-2026,1429,1228,592.37,0,1009
1427,02-09-2026,1429,1135,338.14,0,1009
1428,02-09-2026,1429,1225,592.37,0,1009
1429,02-09-2026,1430,1137,422.88,0,1009
1430,02-09-2026,1431,1254,846.61,0,1009
1431,02-09-2026,1432,1391,761.86,0,1009
1432,02-09-2026,1433,1391,761.86,0,1009
1433,02-09-2026,1434,1392,761.86,0,1009
1434,02-10-2026,1435,1392,761.86,0,1009
1435,02-10-2026,1436,1392,761.86,0,1009
1436,02-10-2026,1437,1392,761.86,0,1009
1437,02-10-2026,1438,1392,761.86,0,1009
1438,02-10-2026,1439,1391,761.86,0,1009
1439,02-10-2026,1440,1392,761.86,0,1009
1440,02-10-2026,1441,1392,761.86,0,1009
1441,02-10-2026,1443,1213,422.88,0,1009
1442,02-10-2026,1443,1213,422.88,0,1009
1443,02-10-2026,1443,1213,422.88,0,1009
1444,02-10-2026,1443,1213,422.88,0,1009
1445,02-10-2026,1444,1235,761.86,0,1002
1446,02-10-2026,1444,1229,677.12,0,1002
1447,02-10-2026,1445,1256,931.36,0,1002
1448,02-10-2026,1446,1392,761.86,76.186,1002
1449,02-10-2026,1447,1392,761.86,76.186,1002
1450,02-10-2026,1448,1391,761.86,76.186,1002
1451,02-10-2026,1449,1391,761.86,76.186,1002
1452,02-10-2026,1450,1392,761.86,76.186,1002
1453,02-10-2026,1451,1392,761.86,0,1002
1454,02-10-2026,1452,1320,1270.34,0,1009
1455,02-10-2026,1453,1175,507.63,0,1009
1456,02-10-2026,1442,1175,507.63,0,1009
1457,02-10-2026,1454,1175,507.63,0,1009
1458,02-10-2026,1455,1392,761.86,0,1009
1459,02-10-2026,1456,1391,761.86,0,1009
1460,02-10-2026,1457,1391,761.86,0,1009
1461,02-10-2026,1458,1113,253.39,0,1009
1462,02-10-2026,1459,1271,1694.07,0,1009
1463,02-11-2026,1460,1392,761.86,0,1009
1464,02-11-2026,1461,1392,761.86,0,1009
1465,02-11-2026,1462,1391,761.86,0,1009
1466,02-11-2026,1462,1391,761.86,0,1009
1467,02-11-2026,1463,1391,761.86,0,1009
1468,02-11-2026,1464,1391,761.86,0,1009
1469,02-11-2026,1465,1391,761.86,0,1002
1470,02-11-2026,1466,1392,761.86,0,1002
1471,02-11-2026,1467,1158,422.88,0,1002
1472,02-11-2026,1468,1392,761.86,76.186,1002
1473,02-11-2026,1468,1391,761.86,76.186,1002
1474,02-11-2026,1468,1391,761.86,76.186,1002
1475,02-11-2026,1469,1147,592.37,0,1009
1476,02-11-2026,1470,1392,761.86,0,1009
1477,02-12-2026,1471,1392,761.86,0,1009
1478,02-12-2026,1472,1392,761.86,0,1009
1479,02-12-2026,1473,1392,761.86,0,1009
1480,02-12-2026,1474,1225,592.37,0,1006
1481,02-12-2026,1475,1391,761.86,0,1006
1482,02/13/2026 00:10:20,1476,1391,761.86,0,1006
1483,02/13/2026 00:22:14,1477,1169,422.88,0,1006
1484,02/13/2026 00:24:51,1477,1168,422.88,0,1006
1485,02/13/2026 00:30:47,1478,1392,761.86,0,1006
1486,02/13/2026 02:02:30,1479,1392,761.86,0,1006
1487,02/13/2026 02:59:52,1480,1324,1270.34,0,1006
1488,02/13/2026 03:01:02,1480,1076,1694.07,169.407,1006
